duration_ms,Spotify Popularity
150000.0,71.0
161000.0,53.0
137000.0,74.0
258000.0,77.0
251000.0,0.0
146000.0,0.0
176000.0,79.0
192000.0,71.0
278000.0,69.0
208000.0,72.0
239000.0,0.0
170000.0,64.0
203000.0,0.0
154000.0,61.0
220000.0,0.0
168000.0,79.0
181000.0,42.0
224000.0,22.0
209000.0,64.0
269000.0,70.0
175000.0,72.0
142000.0,69.0
163000.0,12.0
182000.0,0.0
114000.0,62.0
206000.0,69.0
263000.0,84.0
184000.0,12.0
182000.0,79.0
160000.0,66.0
208000.0,0.0
66000.0,28.0
202000.0,14.0
125000.0,36.0
214000.0,79.0
119000.0,82.0
159000.0,68.0
217000.0,74.0
173000.0,68.0
203000.0,64.0
185000.0,69.0
216000.0,79.0
212000.0,78.0
161000.0,79.0
209000.0,73.0
191000.0,0.0
100000.0,67.0
144000.0,74.0
176000.0,73.0
191000.0,65.0
228000.0,0.0
196000.0,72.0
189000.0,58.0
187000.0,55.0
151000.0,75.0
208000.0,62.0
210000.0,67.0
193000.0,62.0
273000.0,68.0
234000.0,74.0
176000.0,58.0
224000.0,70.0
159000.0,71.0
190000.0,0.0
191000.0,74.0
141000.0,0.0
298000.0,87.0
180000.0,68.0
197000.0,64.0
161000.0,0.0
231000.0,65.0
157000.0,54.0
197000.0,79.0
229000.0,71.0
268000.0,67.0
173000.0,0.0
95000.0,64.0
257000.0,0.0
220000.0,57.0
200000.0,73.0
147000.0,68.0
163000.0,66.0
180000.0,82.0
209000.0,0.0
193000.0,78.0
141000.0,79.0
151000.0,71.0
176000.0,58.0
185000.0,74.0
200000.0,76.0
197000.0,75.0
129000.0,0.0
271000.0,0.0
194000.0,0.0
207000.0,67.0
222000.0,68.0
121000.0,80.0
250000.0,77.0
212000.0,64.0
216000.0,79.0
239000.0,36.0
156000.0,28.0
193000.0,71.0
238000.0,81.0
142000.0,74.0
239000.0,76.0
133000.0,9.0
213000.0,65.0
219000.0,69.0
197000.0,66.0
163000.0,70.0
225000.0,74.0
213000.0,0.0
165000.0,64.0
163000.0,83.0
232000.0,67.0
206000.0,72.0
189000.0,60.0
160000.0,51.0
171000.0,30.0
240000.0,73.0
271000.0,70.0
192000.0,63.0
168000.0,69.0
243000.0,65.0
261000.0,64.0
173000.0,73.0
237000.0,74.0
220000.0,71.0
168000.0,66.0
159000.0,0.0
185000.0,68.0
138000.0,68.0
222000.0,67.0
177000.0,54.0
193000.0,74.0
178000.0,0.0
222000.0,78.0
180000.0,79.0
142000.0,67.0
221000.0,7.0
76000.0,33.0
142000.0,63.0
178000.0,65.0
204000.0,83.0
291000.0,69.0
189000.0,33.0
231000.0,29.0
265000.0,0.0
152000.0,79.0
229000.0,69.0
203000.0,71.0
288000.0,0.0
201000.0,65.0
225000.0,63.0
184000.0,62.0
178000.0,73.0
181000.0,59.0
352000.0,68.0
105000.0,71.0
153000.0,57.0
185000.0,69.0
229000.0,67.0
233000.0,75.0
195000.0,74.0
207000.0,71.0
217000.0,0.0
277000.0,69.0
124000.0,55.0
223000.0,64.0
182000.0,65.0
279000.0,65.0
197000.0,71.0
230000.0,71.0
148000.0,85.0
202000.0,65.0
226000.0,67.0
146000.0,70.0
187000.0,76.0
190000.0,76.0
128000.0,78.0
224000.0,76.0
202000.0,0.0
171000.0,68.0
232000.0,70.0
210000.0,0.0
153000.0,23.0
190000.0,67.0
153000.0,69.0
168000.0,56.0
139000.0,68.0
233000.0,65.0
192000.0,51.0
203000.0,80.0
136000.0,75.0
129000.0,63.0
373000.0,71.0
215000.0,72.0
208000.0,84.0
249000.0,3.0
174000.0,67.0
239000.0,0.0
175000.0,76.0
233000.0,57.0
177000.0,61.0
239000.0,71.0
177000.0,69.0
165000.0,69.0
200000.0,63.0
193000.0,65.0
222000.0,64.0
218000.0,81.0
226000.0,73.0
172000.0,0.0
196000.0,81.0
200000.0,67.0
170000.0,0.0
182000.0,57.0
221000.0,65.0
232000.0,71.0
174000.0,37.0
263000.0,0.0
254000.0,78.0
230000.0,74.0
236000.0,68.0
181000.0,71.0
220000.0,70.0
245000.0,87.0
160000.0,67.0
193000.0,68.0
178000.0,76.0
198000.0,80.0
205000.0,71.0
199000.0,67.0
258000.0,67.0
198000.0,0.0
169000.0,67.0
161000.0,0.0
208000.0,74.0
221000.0,50.0
281000.0,76.0
340000.0,76.0
136000.0,65.0
243000.0,78.0
212000.0,72.0
179000.0,65.0
264000.0,68.0
287000.0,0.0
350000.0,75.0
211000.0,66.0
140000.0,1.0
192000.0,0.0
180000.0,68.0
166000.0,77.0
232000.0,82.0
210000.0,0.0
258000.0,65.0
204000.0,78.0
244000.0,77.0
212000.0,84.0
189000.0,70.0
343000.0,66.0
206000.0,65.0
123000.0,65.0
201000.0,65.0
180000.0,52.0
123000.0,45.0
222000.0,73.0
228000.0,73.0
207000.0,71.0
230000.0,68.0
209000.0,0.0
252000.0,64.0
183000.0,71.0
223000.0,66.0
179000.0,0.0
339000.0,71.0
180000.0,73.0
232000.0,0.0
176000.0,77.0
295000.0,70.0
216000.0,76.0
191000.0,41.0
261000.0,67.0
146000.0,62.0
231000.0,74.0
173000.0,73.0
203000.0,64.0
225000.0,77.0
198000.0,66.0
286000.0,75.0
185000.0,64.0
182000.0,0.0
111000.0,0.0
220000.0,65.0
134000.0,70.0
263000.0,67.0
160000.0,69.0
196000.0,71.0
136000.0,78.0
194000.0,72.0
170000.0,56.0
159000.0,65.0
181000.0,81.0
224000.0,68.0
205000.0,0.0
215000.0,0.0
153000.0,70.0
225000.0,59.0
163000.0,66.0
203000.0,71.0
209000.0,0.0
163000.0,68.0
190000.0,73.0
204000.0,65.0
207000.0,0.0
256000.0,70.0
216000.0,76.0
182000.0,82.0
266000.0,66.0
282000.0,79.0
173000.0,64.0
191000.0,67.0
219000.0,63.0
252000.0,0.0
261000.0,2.0
232000.0,73.0
134000.0,54.0
361000.0,75.0
185000.0,62.0
202000.0,70.0
216000.0,78.0
388000.0,84.0
148000.0,0.0
184000.0,72.0
159000.0,60.0
163000.0,66.0
232000.0,66.0
211000.0,71.0
165000.0,64.0
174000.0,69.0
192000.0,72.0
101000.0,33.0
190000.0,76.0
203000.0,0.0
250000.0,67.0
184000.0,0.0
133000.0,59.0
174000.0,0.0
184000.0,72.0
182000.0,0.0
214000.0,71.0
212000.0,62.0
149000.0,66.0
170000.0,65.0
252000.0,74.0
253000.0,72.0
184000.0,68.0
195000.0,65.0
200000.0,62.0
255000.0,69.0
181000.0,0.0
180000.0,70.0
132000.0,70.0
145000.0,0.0
200000.0,70.0
196000.0,71.0
314000.0,71.0
392000.0,61.0
197000.0,75.0
239000.0,80.0
180000.0,84.0
190000.0,77.0
226000.0,71.0
202000.0,76.0
195000.0,70.0
197000.0,48.0
148000.0,60.0
259000.0,66.0
196000.0,62.0
145000.0,59.0
106000.0,67.0
208000.0,20.0
222000.0,68.0
194000.0,70.0
181000.0,76.0
263000.0,72.0
190000.0,77.0
220000.0,79.0
186000.0,73.0
175000.0,58.0
198000.0,73.0
120000.0,49.0
172000.0,39.0
485000.0,74.0
184000.0,77.0
203000.0,67.0
193000.0,66.0
177000.0,70.0
191000.0,72.0
162000.0,69.0
216000.0,18.0
240000.0,66.0
192000.0,0.0
228000.0,75.0
198000.0,80.0
201000.0,64.0
127000.0,72.0
366000.0,66.0
176000.0,8.0
157000.0,67.0
193000.0,77.0
231000.0,69.0
222000.0,81.0
162000.0,75.0
175000.0,65.0
262000.0,43.0
165000.0,66.0
209000.0,79.0
242000.0,77.0
185000.0,67.0
187000.0,62.0
198000.0,81.0
259000.0,68.0
255000.0,65.0
213000.0,79.0
225000.0,6.0
189000.0,67.0
120000.0,72.0
170000.0,72.0
227000.0,67.0
277000.0,63.0
107000.0,39.0
263000.0,76.0
142000.0,72.0
196000.0,60.0
154000.0,72.0
109000.0,64.0
169000.0,56.0
231000.0,0.0
224000.0,63.0
195000.0,77.0
227000.0,78.0
145000.0,78.0
143000.0,72.0
247000.0,67.0
160000.0,79.0
307000.0,67.0
172000.0,71.0
155000.0,61.0
208000.0,70.0
185000.0,60.0
211000.0,77.0
297000.0,70.0
199000.0,63.0
184000.0,0.0
260000.0,74.0
165000.0,62.0
195000.0,67.0
237000.0,72.0
128000.0,70.0
134000.0,62.0
185000.0,76.0
180000.0,0.0
218000.0,48.0
190000.0,65.0
178000.0,64.0
160000.0,75.0
160000.0,65.0
178000.0,55.0
173000.0,68.0
231000.0,65.0
238000.0,72.0
230000.0,57.0
222000.0,72.0
224000.0,66.0
178000.0,62.0
186000.0,18.0
176000.0,67.0
194000.0,69.0
185000.0,60.0
198000.0,0.0
145000.0,66.0
194000.0,76.0
159000.0,59.0
233000.0,83.0
264000.0,68.0
122000.0,78.0
238000.0,6.0
162000.0,68.0
239000.0,72.0
173000.0,77.0
303000.0,74.0
220000.0,0.0
153000.0,0.0
294000.0,77.0
153000.0,66.0
190000.0,73.0
242000.0,78.0
199000.0,61.0
290000.0,82.0
188000.0,66.0
261000.0,73.0
232000.0,58.0
231000.0,0.0
217000.0,79.0
175000.0,71.0
123000.0,68.0
175000.0,1.0
160000.0,67.0
207000.0,70.0
193000.0,67.0
128000.0,0.0
133000.0,0.0
176000.0,67.0
129000.0,74.0
194000.0,2.0
151000.0,32.0
208000.0,69.0
126000.0,70.0
203000.0,1.0
204000.0,62.0
184000.0,63.0
154000.0,79.0
190000.0,0.0
149000.0,70.0
211000.0,67.0
223000.0,65.0
257000.0,67.0
127000.0,68.0
183000.0,39.0
218000.0,63.0
158000.0,65.0
94000.0,0.0
224000.0,72.0
155000.0,40.0
191000.0,63.0
145000.0,59.0
168000.0,64.0
97000.0,64.0
176000.0,79.0
168000.0,70.0
186000.0,66.0
197000.0,63.0
157000.0,76.0
213000.0,67.0
196000.0,77.0
289000.0,0.0
154000.0,73.0
245000.0,72.0
174000.0,0.0
219000.0,57.0
167000.0,73.0
210000.0,59.0
239000.0,80.0
211000.0,0.0
184000.0,70.0
195000.0,75.0
170000.0,0.0
153000.0,52.0
242000.0,67.0
160000.0,62.0
183000.0,0.0
209000.0,66.0
168000.0,73.0
155000.0,73.0
214000.0,69.0
141000.0,64.0
226000.0,79.0
203000.0,62.0
107000.0,68.0
133000.0,0.0
174000.0,67.0
187000.0,68.0
140000.0,60.0
202000.0,62.0
188000.0,67.0
133000.0,60.0
198000.0,73.0
276000.0,52.0
185000.0,68.0
254000.0,0.0
179000.0,69.0
102000.0,71.0
162000.0,75.0
230000.0,66.0
171000.0,76.0
217000.0,66.0
158000.0,65.0
198000.0,71.0
288000.0,69.0
189000.0,65.0
186000.0,0.0
185000.0,72.0
155000.0,62.0
228000.0,51.0
251000.0,58.0
202000.0,76.0
146000.0,0.0
217000.0,72.0
198000.0,68.0
166000.0,30.0
198000.0,0.0
173000.0,0.0
235000.0,68.0
275000.0,80.0
186000.0,71.0
155000.0,61.0
198000.0,66.0
225000.0,70.0
231000.0,74.0
223000.0,63.0
187000.0,0.0
203000.0,72.0
271000.0,68.0
107000.0,14.0
186000.0,68.0
175000.0,67.0
242000.0,72.0
198000.0,60.0
163000.0,62.0
168000.0,30.0
164000.0,68.0
163000.0,67.0
174000.0,54.0
195000.0,64.0
202000.0,0.0
167000.0,68.0
186000.0,67.0
147000.0,0.0
217000.0,56.0
152000.0,59.0
173000.0,0.0
95000.0,77.0
147000.0,44.0
198000.0,40.0
382000.0,0.0
221000.0,66.0
265000.0,68.0
171000.0,50.0
160000.0,76.0
370000.0,62.0
181000.0,66.0
98000.0,77.0
175000.0,59.0
198000.0,65.0
195000.0,54.0
166000.0,43.0
340000.0,64.0
155000.0,62.0
146000.0,67.0
169000.0,69.0
191000.0,75.0
168000.0,62.0
200000.0,67.0
213000.0,58.0
274000.0,81.0
189000.0,68.0
153000.0,78.0
173000.0,75.0
179000.0,76.0
244000.0,83.0
164000.0,65.0
278000.0,59.0
201000.0,60.0
204000.0,79.0
270000.0,0.0
129000.0,63.0
183000.0,60.0
213000.0,70.0
196000.0,71.0
188000.0,73.0
182000.0,68.0
132000.0,75.0
259000.0,54.0
176000.0,78.0
114000.0,0.0
190000.0,69.0
189000.0,80.0
217000.0,68.0
122000.0,0.0
242000.0,0.0
183000.0,42.0
228000.0,67.0
164000.0,67.0
202000.0,31.0
260000.0,65.0
201000.0,67.0
151000.0,70.0
148000.0,71.0
196000.0,73.0
175000.0,77.0
234000.0,57.0
219000.0,64.0
241000.0,61.0
219000.0,79.0
252000.0,3.0
202000.0,71.0
169000.0,22.0
168000.0,62.0
93000.0,1.0
267000.0,51.0
235000.0,60.0
192000.0,66.0
287000.0,62.0
200000.0,75.0
161000.0,0.0
134000.0,0.0
252000.0,81.0
210000.0,0.0
315000.0,72.0
211000.0,65.0
145000.0,24.0
169000.0,72.0
172000.0,66.0
279000.0,0.0
180000.0,61.0
301000.0,72.0
198000.0,68.0
227000.0,73.0
257000.0,2.0
174000.0,65.0
225000.0,44.0
161000.0,66.0
613000.0,74.0
224000.0,55.0
220000.0,72.0
116000.0,69.0
271000.0,71.0
257000.0,3.0
294000.0,1.0
164000.0,67.0
92000.0,82.0
240000.0,60.0
204000.0,66.0
205000.0,0.0
130000.0,76.0
144000.0,5.0
239000.0,71.0
200000.0,66.0
152000.0,74.0
166000.0,74.0
245000.0,62.0
253000.0,0.0
204000.0,56.0
264000.0,64.0
193000.0,67.0
103000.0,75.0
240000.0,71.0
270000.0,68.0
241000.0,13.0
206000.0,53.0
244000.0,71.0
248000.0,72.0
233000.0,0.0
136000.0,60.0
268000.0,0.0
157000.0,4.0
202000.0,0.0
197000.0,0.0
167000.0,0.0
204000.0,59.0
184000.0,67.0
162000.0,63.0
345000.0,70.0
214000.0,70.0
327000.0,75.0
178000.0,66.0
228000.0,69.0
247000.0,0.0
161000.0,67.0
158000.0,69.0
199000.0,2.0
182000.0,69.0
160000.0,69.0
180000.0,56.0
157000.0,72.0
240000.0,66.0
236000.0,73.0
121000.0,0.0
167000.0,73.0
